register,block,description,fields,scope_count,sample_value,ported_by_us,importance_guess,address
RDBGC3_SELECT,IPIPE,Receive debug counter #3 Trigger Select Register.,BITMAP           The RDBGC3_SELECT register is programmed to select which triggers increment this counter.,1,0x00000011,yes,medium (diag/counter),0x0f180617
RDBGC4_SELECT,IPIPE,Receive debug counter #4 Trigger Select Register.,BITMAP           The RDBGC4_SELECT register is programmed to select which triggers increment this counter.,1,0x00000100,yes,medium (diag/counter),0x0f180618
RDBGC5_SELECT,IPIPE,Receive debug counter #5 Trigger Select Register.,BITMAP           The RDBGC5_SELECT register is programmed to select which triggers increment this counter.,1,0x00002000,yes,medium (diag/counter),0x0f180619
RDBGC6_SELECT,IPIPE,Receive debug counter #6 Trigger Select Register.,BITMAP           The RDBGC6_SELECT register is programmed to select which triggers increment this counter.,1,0x00008000,yes,medium (diag/counter),0x0f18061a
RDBGC_MEM_INST0_PARITY_CONTROL,IPIPE,"Parity Control for fixed and flexible debug counters, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for RDISC/RUC/RPORTD/RDBGC0.,1,0x00000001,no,medium (diag/counter),0x0f180d84
RDBGC_MEM_INST1_PARITY_CONTROL,IPIPE,"Parity Control for flexible debug counters, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for RDBGC1/RDBCG2/RDBGC3/RDBGC4.,1,0x00000001,no,medium (diag/counter),0x0f180d87
RDBGC_MEM_INST2_PARITY_CONTROL,IPIPE,"Parity Control for flexible debug counters, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for RDBGC5/RDBGC6/RDBGC7/RDBGC8.,1,0x00000001,no,medium (diag/counter),0x0f180d8a
RIPC4,IPIPE,Receive IPv4 L3 Unicast Frame Counter.,,2,0x00000132,no,unknown,0x0f100001
RMCA,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Receive Multicast Frame Counter,,2,0x0000000000000500,no,unknown,0x0050000d
RPKT,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Receive frame/packet Counter,,2,0x0000000000000655,no,unknown,0x0050000b
RPOK,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Receive Good Packet Counter,,2,0x0000000000000655,no,unknown,0x00500022
RTAG7_HASH_CONTROL_3,IPIPE,Hash control register 2 for Rtag7 hashing.,"HASH_A0_FUNCTION_SELECT Select for A0 hash result. Values are:0000: Reserved0001: Reserved0010: Reserved0011: CRC16_BISYNC (16-bit CRC16 using CRC16-BISYNC polynomial)0100: CRC16_BISYNC_AND_XOR1 (Upper 8 bits of CRC16-BISYNC and 8-bit XOR1)0101: CRC16_BISYNC_AND_XOR2 (Upper 8 bits of CRC16-BISYNC and 8-bit XOR2)0110: CRC16_BISYNC_AND_XOR4 (Upper 8 bits of CRC16-BISYNC and 8-bit XOR4)0111: CRC16_BISYNC_AND_XOR8 (Upper 8 bits of CRC16-BISYNC and 8-bit XOR8)1000: XOR161001: CRC16_CCITT (16-bit CRC16 using CRC16-CCITT polynomial)1010: CRC32_LO (16 LSB's of computed CRC32)1011: CRC32_HI (16 MSB's of computed CRC32)1100: Reserved1101: Reserved1110: Reserved1111: Reserved; HASH_A1_FUNCTION_SELECT Select for A1 hash result. Values are same as described in HASH_A0_FUNCTION_SELECT.; HASH_PRE_PROCESSING_ENABLE_A If set, enables the application of the pre-processing function to each of the hash bins in hash computation block A.; HASH_B0_FUNCTION_SELECT Select for B0 hash result. Values are same as described in HASH_A0_FUNCTION_SELECT.; HASH_B1_FUNCTION_SELECT Select for B1 hash result. Values are same as described in HASH_A0_FUNCTION_SELECT.; HASH_PRE_PROCESSING_ENABLE_B If set, enables the application of the pre-processing function to each of the hash bins in hash computation block B.",1,0x00000009,yes,medium (QoS / hash),0x0518061a
RTAG7_HASH_FIELD_BMAP_1,IPIPE,Rtag7 hashing field selection bitmap register1.,IPV4_FIELD_BITMAP_A Hash field selection for IPv4 pkts for hash A.; IPV4_FIELD_BITMAP_B Hash field selection for IPv4 pkts for hash B.,1,0x00000f1c,yes,medium (QoS / hash),0x0518060c
RTAG7_HASH_FIELD_BMAP_2,IPIPE,Rtag7 hashing field selection bitmap register2.,IPV6_FIELD_BITMAP_A Hash field selection for IPv6 pkts for hash A.; IPV6_FIELD_BITMAP_B Hash field selection for IPv6 pkts for hash B.,1,0x00000f1c,yes,medium (QoS / hash),0x0518060d
RTAG7_HASH_SEED_A,IPIPE,Hash Seed for Rtag7 hashing.,HASH_SEED_A      Hash seed for Rtag7 hash A.,1,0x0000002a,yes,medium (QoS / hash),0x05180615
RTAG7_HASH_TRILL_ECMP,IPIPE,RTAG7 hash control register for TRILL ECMP.,SUB_SEL          Hash subset selection for rtag7.; OFFSET           Offset of LSB for picking the hash value from the subset selected.; SUB_SEL_PAGE     Hash subset selection for rtag7.; OFFSET_PAGE      Offset of LSB for picking the hash value from the subset selected.,2,0x00004000,no,medium (QoS / hash),0x0b180623
RTAG7_IPV4_TCP_UDP_HASH_FIELD_BMAP_1,IPIPE,Rtag7 IPV4 TCP/UDP Source-equals-Dest Field Bitmap control register.,"IPV4_TCP_UDP_SRC_EQ_DST_FIELD_BITMAP_A Field-selection bitmap for unfragmented IPV4 packets carrying TCP or UDP payloads, where L4 source port equals the L4 destination port. Each of the 13 bits controls one of the 13 bins in field selection block A. Values are:0: Bin value is 01: Bin gets value from associated packet field; IPV4_TCP_UDP_SRC_EQ_DST_FIELD_BITMAP_B Field-selection bitmap for unfragmented IPV4 packets carrying TCP or UDP payloads, where L4 source port equals the L4 destination port. Each of the 13 bits controls one of the 13 bins in field selection block B. Values are:0: Bin value is 01: Bin gets value from associated packet field",1,0x00000f3c,yes,medium (QoS / hash),0x0518061b
RTAG7_IPV4_TCP_UDP_HASH_FIELD_BMAP_2,IPIPE,Rtag7 IPV4 TCP/UDP Field Bitmap control register.,IPV4_TCP_UDP_FIELD_BITMAP_A Field-selection bitmap for unfragmented IPV4 packets carrying TCP or UDP payloads. Each of the 13 bits controls one of the 13 bins in field selection block A. Values are:0: Bin value is 01: Bin gets value from associated packet field; IPV4_TCP_UDP_FIELD_BITMAP_B Field-selection bitmap for unfragmented IPV4 packets carrying TCP or UDP payloads. Each of the 13 bits controls one of the 13 bins in field selection block B. Values are:0: Bin value is 01: Bin gets value from associated packet field,1,0x00000f7c,yes,medium (QoS / hash),0x0518061c
RTAG7_IPV6_TCP_UDP_HASH_FIELD_BMAP_1,IPIPE,Rtag7 IPV6 TCP/UDP Source=Dest Field Bitmap control register.,"IPV6_TCP_UDP_SRC_EQ_DST_FIELD_BITMAP_A Field-selection bitmap for unfragmented IPV6 packets carrying TCP or UDP payloads, where L4 source port equals the L4 destination port. Each of the 13 bits controls one of the 13 bins in field selection block A. Values are:0: Bin value is 01: Bin gets value from associated packet field; IPV6_TCP_UDP_SRC_EQ_DST_FIELD_BITMAP_B Field-selection bitmap for unfragmented IPV6 packets carrying TCP or UDP payloads, where L4 source port equals the L4 destination port. Each of the 13 bits controls one of the 13 bins in field selection block B. Values are:0: Bin value is 01: Bin gets value from associated packet field",1,0x00000f3c,yes,medium (QoS / hash),0x0518061d
RTAG7_IPV6_TCP_UDP_HASH_FIELD_BMAP_2,IPIPE,Rtag7 IPV6 TCP/UDP Field Bitmap control register.,IPV6_TCP_UDP_FIELD_BITMAP_A Field-selection bitmap for unfragmented IPV6 packets carrying TCP or UDP payloads. Each of the 13 bits controls one of the 13 bins in field selection block A. Values are:0: Bin value is 01: Bin gets value from associated packet field; IPV6_TCP_UDP_FIELD_BITMAP_B Field-selection bitmap for unfragmented IPV6 packets carrying TCP or UDP payloads. Each of the 13 bits controls one of the 13 bins in field selection block B. Values are:0: Bin value is 01: Bin gets value from associated packet field; IPV6_SRCDST_FIELD_SEL Controls the values used to populate the L4 SRC/DST bins forIPv6 packets with extension headers. Values are:0 = Fill zeros (backwards-compatible mode)1 = Fill with values of L4 SRC/DST fields,1,0x00000f7c,yes,medium (QoS / hash),0x0518061e
RUC,IPIPE,Receive Unicast Counter.,,2,0x00000152,no,unknown,0x0f100009
RUCA,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Receive Unicast Frame Counter,,2,0x0000000000000152,no,unknown,0x0050000c
S2_CONFIG,MMU,Egress Scheduler Configuration Register for stage 2 scheduler,SCHEDULING_SELECT Scheduling Mode Options0: Strict Priority (SP) scheduling among valid queues (default value).1: Round Robin (RR) scheduling among valid queues.2: Weighted Round Robin (WRR) _packet_ scheduling according to each queue's weight.3: Weighted Elastic Round Robin (WERR) _byte_ scheduling according to each queue's weight.Mapped as:bit [1:0] group s2.0bit [3:2] group s2.1bit [5:4] group s2.2,53,0x0000003f,yes,HIGH (data path),0x1a300000
S2_COSWEIGHTS,MMU,Egress Scheduler Weight for each queue in WRR & WERR modes,"COSWEIGHTS       When Weighted Round Robin Scheduling is selected, the value is in unit of packets.The higher the number, the more packets get scheduled per scheduling round.When Weighted Elastic Round Robin Scheduling is selected, the value is purely relative among the queues. The higher the relative value the more bandwidth is given to this queue.If value is reset to zero, it means this queue will be treated as Strict Priorityscheduling while the other queues are in WRR or WERR scheduling.NOTE: The addressing is based on the standard queue indexing in S2:address   0: S3.0address   1: S3.1address   2: S3.2address   3: S3.3address   4: UC0 (only available if S3_CONFIG.ROUTE_UC_TO_S2 is set)address   5: UC1 (only available if S3_CONFIG.ROUTE_UC_TO_S2 is set)address   6: UC2 (only available if S3_CONFIG.ROUTE_UC_TO_S2 is set)address   7: UC3 (only available if S3_CONFIG.ROUTE_UC_TO_S2 is set)address   8: UC4address   9: UC5address  10: UC6address  11: UC7; PARITY           Parity for cosweight",468,0x00000090,no,medium (QoS / hash),0x1a300010
S2_S3_ROUTING,MMU,"The S3 group number routed to this S2 ETS group input, 0x1F means no connection",S3_GROUP_NO_I0   The S3 group number routed to input 0 on this ETS group; S3_GROUP_NO_I1   The S3 group number routed to input 1 on this ETS group; S3_GROUP_NO_I2   The S3 group number routed to input 2 on this ETS group; S3_GROUP_NO_I3   The S3 group number routed to input 3 on this ETS group; S3_GROUP_NO_I4   The S3 group number routed to input 4 on this ETS group; S3_GROUP_NO_I5   The S3 group number routed to input 5 on this ETS group; S3_GROUP_NO_I6   The S3 group number routed to input 6 on this ETS group; S3_GROUP_NO_I7   The S3 group number routed to input 7 on this ETS group; S3_GROUP_NO_I8   The S3 group number routed to input 8 on this ETS group,159,0x00001ff814941ca4,no,medium (QoS / hash),0x1a3000e0
S2_WERRCOUNT,MMU,The count in the bucket controlling WERR/WRR.,"COUNT            Count shows tokens currently available for this queue; SIGN             Sign (set if negative) shows queue is currently not eligible for service, has already used its tokens; PARITY           Parity for werr credit count field",2,0x01000010,no,medium (MMU),0x1a3000d0
S3_CONFIG,MMU,Egress Scheduler Configuration Register for stage 3 scheduler S3,SCHEDULING_SELECT Scheduling Mode Options0: Strict Priority (SP) scheduling among valid queues (default value).1: Round Robin (RR) scheduling among valid queues.2: Weighted Round Robin (WRR) _packet_ scheduling according to each queue's weight.3: Weighted Elastic Round Robin (WERR) _byte_ scheduling according to each queue's weight.Mapped as:bit [1:0] group s3.0bit [3:2] group s3.1bit [5:4] group s3.2bit [7:6] group s3.3; ROUTE_UC_TO_S2   Route the 4 UC queues[3:0] directly to the 3 S2 groups (instead of default mixing UC/MC into S3 groups 0 to 3).Note that UC[7:4] are always routed to S2.,53,0x000001ff,yes,HIGH (data path),0x19300000
S3_COSWEIGHTS,MMU,Egress Scheduler Weight for each queue in WRR & WERR modes,"COSWEIGHTS       When Weighted Round Robin Scheduling is selected, the value is in unit of packets.The higher the number, the more packets get scheduled per scheduling round.When Weighted Elastic Round Robin Scheduling is selected, the value is purely relative among the queues. The higher the relative value the more bandwidth is given to this queue.If value is reset to zero, it means this queue will be treated as Strict Priorityscheduling while the other queues are in WRR or WERR scheduling.NOTE: The addressing is based on the standard queue mapping in S3:for VOQ ports 1..4:address   0: MC0address   1: UC0address   2: EUC0address   3: EUC1..       ..  ..address  17: EUC15address  18: MC1address  19: UC1address  20: EUC16..       ..  ..address  35: EUC23..etcfor other ports:address   0: MC0address   1: UC0address   2: MC1address   3: UC1address   4: MC2address   5: UC2address   6: MC3address   7: UC3; PARITY           Parity for cosweight",928,0x00000090,no,medium (QoS / hash),0x19300010
SHAPING_CONTROL,IPIPE,Specifies the port(s) that is (are) CPU.,"ENABLE           Selecting between byte mode and packet mode for shaping.  0 - byte mode, 1 - packet mode[9:0] for uc[14:10] for mc[18:15] for s2 output[22:19] for s1 outputfor special ports: 47:23 for queue[24:0]; CMIC             Software Block Flag for CMIC; EPIPE            Software Block Flag for EPIPE; IPIPE            Software Block Flag for IPIPE; LBPORT           Software Block Flag for LBPORT; MMU              Software Block Flag for MMU; PORT_GROUP4      Software Block Flag for PORT_GROUP4; PORT_GROUP5      Software Block Flag for PORT_GROUP5; XLPORT           Software Block Flag for XLPORT; V6_ENABLE        Enable per source module id.; USE_MH_PRIORITY  Control to indicate the MH PRIORITY should be used.; MIM_MC_PROXY_ENABLE When set, enable I-SID lookups for incoming BC/L2MC multicast HG packets that are MAC-in-MAC encapsulated.; BASE             Index into the system port table for this feature.; EVEN_PARITY      PARITY BIT to make the entry parity even.",1,0x0000000300000000,no,unknown,0x0a3005c0
SOURCE_TRUNK_MAP_MODVIEW_PARITY_CONTROL,IPIPE,"SOURCE_TRUNK_MAP_MODVIEW_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SOURCE_TRUNK_MAP_MODVIEW table.,1,0x00000001,no,low (parity init),0x01180d0a
SOURCE_VP_PARITY_CONTROL,IPIPE,"SOURCE_VP_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SOURCE_VP table.,1,0x00000001,no,low (parity init),0x05180d0c
SRC_MODID_EGRESS_PARITY_CONTROL,IPIPE,"Parity Control for SRC_MODID_EGRESS table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SRC_MODID_EGRESS table.,1,0x00000001,no,low (parity init),0x0f180d4c
SRC_MODID_INGRESS_BLOCK_PARITY_CONTROL,IPIPE,"Parity Control for SRC_MODID_INGRESS_BLOCK table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SRC_MODID_INGRESS_BLOCK table.,1,0x00000001,no,low (parity init),0x0f180d49
SRC_TRUNK_ECC_CONTROL,IPIPE,SRC_TRUNK_ECC_CONTROL,ECC_EN           This bit enables ecc checking for the SRC_TRUNK table.,1,0x00000001,no,low (parity init),0x02180d18
STORM_CONTROL_METER_CONFIG,IPIPE,Per-port configuration and enables for storm control meters.,"PACKET_QUANTUM   Number of tokens consumed by each packet when storm control meters are in packet mode (METER_BYTE_MODE=0).; BYTE_MODE        0=Packet-based metering, 1=Byte-based metering.; BCAST_ENABLE     Turn on storm control metering for broadcast packets.; KNOWN_L2MC_ENABLE Turn on storm control metering for known L2MC packets.; UNKNOWN_L2MC_ENABLE Turn on storm control metering for unknown L2MC packets.; KNOWN_IPMC_ENABLE Turn on storm control metering for known IPMC packets.; UNKNOWN_IPMC_ENABLE Turn on storm control metering for unknown IPMC packets.; DLFBC_ENABLE     Turn on storm control metering for unknown IPMC packets.",52,0x00000fa0,no,unknown,0x0c100602
STORM_CONTROL_METER_MAPPING,IPIPE,Storm Meter Controls - each field select one of four storm meters to use for the given packet type.,BCAST_METER_INDEX Selects 1 of 4 storm control meters for broacdcast packets.; KNOWN_L2MC_METER_INDEX Selects 1 of 4 storm control meters for known L2MC packets.; UNKNOWN_L2MC_METER_INDEX Selects 1 of 4 storm control meters for unknown L2MC packets.; KNOWN_IPMC_METER_INDEX Selects 1 of 4 storm control meters for known IPMC packets.; UNKNOWN_IPMC_METER_INDEX Selects 1 of 4 storm control meters for unknown IPMC packets.; DLFBC_METER_INDEX Selects 1 of 4 storm control meters for DLF bradcast packets.,1,0x00000e64,no,unknown,0x0c180601
SW2_EOP_BUFFER_A_PARITY_CONTROL,IPIPE,"Parity Control for SW2_EOP_BUFFER_A table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SW2_EOP_BUFFER_A table.,1,0x00000001,no,HIGH (data path),0x0f180d79
SW2_EOP_BUFFER_B_PARITY_CONTROL,IPIPE,"Parity Control for SW2_EOP_BUFFER_B table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SW2_EOP_BUFFER_B table.,1,0x00000001,no,HIGH (data path),0x0f180d7b
SW2_EOP_BUFFER_C_PARITY_CONTROL,IPIPE,"Parity Control for SW2_EOP_BUFFER_C table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SW2_EOP_BUFFER_C table.,1,0x00000001,no,HIGH (data path),0x0f180d7d
SW2_FP_DST_ACTION_CONTROL,IPIPE,"Enable functions when IFP generates a REDIRECT, REPLACE_PBM or OR_PBM action.",SRC_REMOVAL_EN   Enables L2 Source Knockout.; HG_SRC_REMOVAL_EN Enables L2 Source Knockout.; LAG_RES_EN       Enables Trunk Resolution.; HGTRUNK_RES_EN   Enables HiGiG Trunk Resolution.; VLAN_CHECK_EN    Enables Ingress VLAN Membership checks.; PORT_BLOCK_EN    Enables application of various port block masks.; VLAN_BLOCK_EN    Enables application of vlan block masks.,1,0x0000000c,no,medium (ACL / filter),0x0f180665
SYSTEM_CONFIG_MODVIEW_PARITY_CONTROL,IPIPE,"SYSTEM_CONFIG_MODVIEW_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SYSTEM_CONFIG_MODVIEW table.,1,0x00000001,no,low (parity init),0x01180d07
SYSTEM_CONFIG_PARITY_CONTROL,IPIPE,"SYSTEM_CONFIG_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the SYSTEM_CONFIG table.,1,0x00000001,no,low (parity init),0x01180d04
T1023,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit 512 to 1023 Byte Frame Counter,,1,0x0000000000000001,no,unknown,0x0050003d
T127,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit 65 to 127 Byte Frame Counter,,2,0x0000000000000649,no,unknown,0x0050003a
T255,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit 128 to 255 Byte Frame Counter,,2,0x0000000000000007,no,unknown,0x0050003b
T511,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit 256 to 511 Byte Frame Counter,,1,0x0000000000000002,no,unknown,0x0050003c
TBCA,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit Broadcast Frame Counter,,2,0x0000000000000001,no,unknown,0x00500048
TBYT,IPIPE,"TCP function table to map TCP Flags to any value for an IFP key, FeatureSpecific-Ethernet.","FN0              First output function for a given set of TCP flags (syn, ack, fin, push, urg, rst) which is used as the table address.; FN1              Second output function for a given set of TCP flags.",2,0x0000000000026720,no,unknown,0x00500064
TDBGC0_SELECT,EPIPE,Transmit debug counter #0 Trigger Select Register.,BITMAP           The TDBGC0_SELECT register is programmed to select which triggers increment this counter.,1,0x00000050,no,medium (diag/counter),0x0a280620
TDBGC1_SELECT,EPIPE,Transmit debug counter #1 Trigger Select Register.,BITMAP           The TDBGC1_SELECT register is programmed to select which triggers increment this counter.,1,0x000000a0,no,medium (diag/counter),0x0a280621
TDBGC2_SELECT,EPIPE,Transmit debug counter #2 Trigger Select Register.,BITMAP           The TDBGC2_SELECT register is programmed to select which triggers increment this counter.,1,0x00000040,no,medium (diag/counter),0x0a280622
TDBGC3_SELECT,EPIPE,Transmit debug counter #3 Trigger Select Register.,BITMAP           The TDBGC3_SELECT register is programmed to select which triggers increment this counter.,1,0x00040000,no,medium (diag/counter),0x0a280623
TDBGC4_SELECT,EPIPE,Transmit debug counter #4 Trigger Select Register.,BITMAP           The TDBGC4_SELECT register is programmed to select which triggers increment this counter.,1,0x00000011,no,medium (diag/counter),0x0a280624
TDBGC5_SELECT,EPIPE,Transmit debug counter #5 Trigger Select Register.,BITMAP           The TDBGC5_SELECT register is programmed to select which triggers increment this counter.,1,0x00000088,no,medium (diag/counter),0x0a280625
TDBGC6_SELECT,EPIPE,Transmit debug counter #6 Trigger Select Register.,BITMAP           The TDBGC6_SELECT register is programmed to select which triggers increment this counter.,1,0x00040000,yes,medium (diag/counter),0x0a280626
TMCA,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit Multicast Frame Counter,,2,0x00000000000004d7,no,unknown,0x00500047
TOQ_EP_CREDIT,MMU,Egress cell request counter,"COUNT            Egress cell request count:The maximum/minumum value for this register is 16/0 for XPORT portsand 2/0 for CMIC.  After reset is deasserted, Egress pipeturns on and requests all 16 cells right away.  The correspondingECRCs thus get incremented as well.",54,0x00000004,no,medium (MMU),0x04300010
TOS_FN_PARITY_CONTROL,IPIPE,"TOS_FN_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TOS_FN table.,1,0x00000001,no,low (parity init),0x0c180d08
TPKT,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit Packet/Frame Counter,,2,0x0000000000000653,no,unknown,0x00500045
TPOK,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit Good Packet Counter,,2,0x0000000000000653,no,unknown,0x00500044
TRILL_RX_ACCESS_PORT_TRILL_PKTS_DISCARDED_PARITY_CONTROL,IPIPE,"Parity Control for TRILL_RX_ACCESS_PORT_TRILL_PKTS_DISCARDED table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TRILL_RX_ACCESS_PORT_TRILL_PKTS_DISCARDED table.,1,0x00000001,no,low (parity init),0x0f180da2
TRILL_RX_NETWORK_PORT_NON_TRILL_PKTS_DISCARDED_PARITY_CONTROL,IPIPE,"Parity Control for TRILL_RX_NETWORK_PORT_NON_TRILL_PKTS_DISCARDED table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TRILL_RX_NETWORK_PORT_NON_TRILL_PKTS_DISCARDED table.,1,0x00000001,no,low (parity init),0x0f180da5
TRILL_RX_PKTS_PARITY_CONTROL,IPIPE,"Parity Control for TRILL_RX_PKTS table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TRILL_RX_PKTS table.,1,0x00000001,no,low (parity init),0x0f180d9f
TRUNK_BITMAP_TABLE_PARITY_CONTROL,IPIPE,"Parity Control for TRUNK_BITMAP_TABLE table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TRUNK_BITMAP_TABLE table.,1,0x00000001,no,low (parity init),0x0f180d1c
TRUNK_GROUP_PARITY_CONTROL,IPIPE,"Parity Control for TRUNK_GROUP table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TRUNK_GROUP table.,1,0x00000001,no,low (parity init),0x0e180d1e
TRUNK_MEMBER_PARITY_CONTROL,IPIPE,"Parity Controls for TRUNK_MEMBER, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TRUNK_MEMBER table.,1,0x00000001,no,low (parity init),0x0f180d19
TTL_FN_PARITY_CONTROL,IPIPE,"TTL_FN_PARITY_CONTROL, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the TTL_FN table.,1,0x00000001,no,low (parity init),0x0c180d05
TUCA,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Transmit Unicast Frame Counter,,2,0x000000000000017b,no,unknown,0x00500046
TX_IPG_LENGTH,XLPORT0 XLPORT1 XLPORT2 XLPORT3 XLPORT4 XLPORT5 XLPORT6 XLPORT7 XLPORT8 XLPORT9 XLPORT10 XLPORT11 XLPORT12 XLPORT13 XLPORT14 XLPORT15 XLPORT16 XLPORT17,Programmable Inter-Packet-Gap (IPG).,"TX_IPG_LENGTH    Set the Transmit minimum IPG from 8 to 64 Byte-times. If a value below 8 or above 64 isprogrammed, the minimum IPG is set to 12 byte-times.Ignored when Rate Limiting with programmable IPG is eanbled (Register RT_IPG_ENA) set to '1'.",52,0x0000000c,no,unknown,0x00500517
TX_PKT_CNT,MMU,TX packet counter,COUNT            TX packet count,8,0x00000008,no,medium (MMU),0x20380020
UCQ_EXTCOS1_EMPTY_REG,MMU,UCQ_EXTCOS1_EMPTY_REG,UCQ_EXTCOS1_QEMPTY Q empty signal per port for extended 64 COS (COS 0 to 63),8,0xffffffffffffffff,no,medium (MMU),0x04300120
UNKNOWN_HGI_BITMAP_PARITY_CONTROL,IPIPE,"Parity Control for UNKNOWN_HGI_BITMAP table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the UNKNOWN_HGI_BITMAP table.,1,0x00000001,no,low (parity init),0x0f180d76
UNKNOWN_MCAST_BLOCK_MASK_PARITY_CONTROL,IPIPE,"Parity Control for UNKNOWN_MCAST_BLOCK_MASK table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the UNKNOWN_MCAST_BLOCK_MASK table.,1,0x00000001,no,low (parity init),0x0f180d5b
UNKNOWN_UCAST_BLOCK_MASK_PARITY_CONTROL,IPIPE,"Parity Control for UNKNOWN_UCAST_BLOCK_MASK table, FeatureSpecific-Ethernet",PARITY_EN        This bit enables parity checking for the UNKNOWN_UCAST_BLOCK_MASK table.,1,0x00000001,no,low (parity init),0x0f180d58
