# Interesting strings from switchd
0x11346ae0    "bcm_port_phy_timesync_config_set failed with error  u=%d p=%d %s\n"
0x11346b70    "bcm_port_config_phy_oam_set failed with error  u=%d p=%d %s\n"
0x11346bb0    "bcm_port_control_phy_oam_set failed with error  u=%d p=%d (type %d)%s\n"
0x11346bf8    "bcm_port_control_phy_oam_set failed with error  u=%d p=%d (type %d) %s\n"
0x11346c4c    "1.1. phy_oam_y1731_rx\n"
0x11346c64    "1.2. phy_oam_y1731_tx\n"
0x11346c7c    "1.3. phy_oam_y1731_mac_da_rx\n"
0x11346c9c    "1.4. phy_oam_y1731_mac_sa_tx\n"
0x11346cbc    "1.5. phy_oam_ctrl_rx_ethtype\n"
0x11346cdc    "1.6. phy_oam_ctrl_tx_ethtype\n"
0x11347644    "This command makes switchd exit, not just the diag shell.\n\n"
0x11347680    "'C-d' to leave the diag shell, 'exitharder' to quit switchd.\n"
0x113481a8    "%s: Unable to initialize MMU for device: %s\n"
0x1134a190    "%s: ERROR: bcm_stk_modid_get: %s\n"
0x1134a1b4    "ERROR: bcm_stk_mode_get returns %s\n"
0x1134a2c0    "%s: ERROR: bcm_stk_modid_set: %s\n"
0x1134a2e4    "%s: ERROR: bcm_stk_module_enable: %s\n"
0x1134a30c    "%s: ERROR: bcm_stk_modport_clear_all: %s\n"
0x1134a338    "%s: ERROR: bcm_stk_sl_simplex_count_set: %s\n"
0x1134af1c    "SS TX match markers"
0x1134b18c    "System snake TX pkt %d: ERROR: bcm_tx: %s\n"
0x1134b34c    "\nTX packet %d did not return to CPU\n"
0x1134b3a4    "Failed to unregister RX handler.\n"
0x1134b558    "FWD_L2_WIDE"
0x1134b678    "FWD_L2_DUPLICATE"
0x1134bf80    "\tPRBS not locked on lane %d of RX interface\n"
0x1134bfb0    "\tPRBS lost lock on lane %d of RX interface\n"
0x1134bfdc    "\t%d PRBS errors seen on lane %d of RX interface\n"
0x1134db00    "Stanford V Kernel, version 6.0"
0x1134e040    "IP version 6"
0x1134e924    "Internet Reliable Transaction [RFC938,TXM]"
0x1134f154    "Ethernet-within-IP Encapsulation [RXH1]"
0x1134f17c    "Encapsulation Header [RFC1241,RXB3]"
0x1134f6e4    "Datagram Conversion Error [RFC1475]"
0x1135180c    "%s: bcm_cosq_gport_add ERROR: port %s: %s\n"
0x11351838    "%s: bcm_cosq_gport_attach ERROR: port %s: %s\n"
0x11352864    "snmpEtherStatsTXNoErrors"
0x11352880    "snmpEtherStatsRXNoErrors"
0x11354964    "TL2_MTU"
0x11354a20    "       L2_MPLS_ENCAP_TX"
0x11354a40    "       L3_MPLS_ENCAP_TX"
0x11354a60    "         MPLS_TX"
0x11354aec    "RX_SYMBOL"
0x11354c20    " FCOE L3 RX frames"
0x11354c4c    " FCOE L3 RX discarded frames "
0x11354c84    " FCOE L3 TX frames "
0x11354cb0    " FCOE L2 RX frames "
0x11354cdc    " FCOE L2 RX discarded frames "
0x11354d14    " FCOE L2 TX frames "
0x11354eb0    "Invalid custom stats: valid values [RX,TX]\n"
0x11354ef8    "Error: Invalid custom stats: valid values [RX,TX]\n"
0x113557bc    "Added DCB to RX DV. %d DCB remaining\n"
0x11355dbc    "ERROR: unknown CMIC register name: %s\n"
0x11355ecc    "Error: Port %d: cmic_read_miim failed: %s\n"
0x113564ec    "%s: bcm_rx_register failed: %s\n"
0x11356514    "%s: bcm_rx_unregister failed: %s\n"
0x11356908    "bcm_tx failed: Unit %d: %s\n"
0x11356924    "bcm_eav_srp_mac_ethertype_set : failed with mac = %02x:%02x:%02x:%02x:%02x:%02x, parameter = 0x%x\n"
0x11356988    "bcm_eav_srp_mac_ethertype_get : failed %s\n"
0x113569f0    "bcm_eav_pcp_mapping_set : failed %s\n"
0x11356a18    "bcm_eav_pcp_mapping_get : failed %s\n"
0x11356a74    "bcm_eav_bandwidth_set : failed %s\n"
0x11356a98    "bcm_eav_bandwidth_get : failed %s\n"
0x11357270    "bcm_field_detach"
0x113572c8    "bcm_field_init"
0x113572f0    "bcm_field_resync"
0x11357a1c    "bcm_field_action_add"
0x11358000    "bcm_field_action_ports_add"
0x1135803c    "bcm_field_action_get"
0x1135807c    "bcm_field_action_ports_get"
0x113580f0    "bcm_field_action_mac_get"
0x11358134    "bcm_field_action_remove_all"
0x11358150    "bcm_field_action_remove"
0x11358194    "FP(unit %d) verb: bcm_field_control_get(element=%s)\n"
0x113581cc    "bcm_field_control_get"
0x11358228    "FP(unit %d) verb: bcm_field_control_set(element=%s, status=%d)\n"
0x11358268    "bcm_field_control_set"
0x113582ec    "bcm_field_entry_create"
0x11358334    "bcm_field_entry_create_id"
0x11358350    "FP(unit %d) verb:  bcm_field_entry_copy_id(src_eid=%d, dst_eid=%d)\n"
0x11358394    "bcm_field_entry_copy_id"
0x113583ac    "FP(unit %d) verb: bcm_field_entry_copy(src_eid=%d)\n"
0x113583e0    "bcm_field_entry_copy"
0x11358410    "FP(unit %d) verb: bcm_field_entry_operation(eid=%d, oper=0x%x)\n"
0x11358450    "bcm_field_entry_operation"
0x1135846c    "FP(unit %d) verb: bcm_field_entry_destroy_all()\n"
0x113584a0    "bcm_field_entry_destroy_all"
0x113584bc    "FP(unit %d) verb: bcm_field_entry_destroy(eid=%d)\n"
0x113584f0    "bcm_field_entry_destroy"
0x11358508    "bcm_field_entry_install"
0x1135854c    "bcm_field_entry_reinstall"
0x11358590    "bcm_field_entry_remove"
0x113585dc    "bcm_field_entry_enable_set"
0x1135862c    "FP(unit %d) verb: bcm_field_entry_prio_get(eid=%d)\n"
0x11358660    "bcm_field_entry_prio_get"
0x113586b8    "FP(unit %d) verb: bcm_field_entry_prio_set(eid=%d, prio=%d)\n"
0x113586f8    "bcm_field_entry_prio_set"
0x11358764    "bcm_field_group_create"
0x113587b0    "bcm_field_group_create_id"
0x11358830    "bcm_field_group_create_mode_id"
0x113588cc    "bcm_field_group_ports_create_mode_id"
0x113589e4    "bcm_field_group_config_create"
0x11358a2c    "bcm_field_group_destroy"
0x11358a6c    "bcm_field_group_get"
0x11358abc    "bcm_field_range_create"
0x11358b1c    "bcm_field_range_create_id"
0x11358b84    "bcm_field_range_group_create"
0x11358bfc    "bcm_field_range_group_create_id"
0x11358c58    "bcm_field_range_get"
0x11358d08    "bcm_field_range_destroy"
0x11358d20    "bcm_field_group_set"
0x11358d60    "bcm_field_group_status_get"
0x11358e34    "FP(unit %d) verb:bcm_field_group_mode_get gid=%d\n"
0x11358e68    "bcm_field_group_mode_get"
0x11359910    "bcm_field_IpType_t"
0x11359924    "bcm_field_L2Format_t"
0x1135993c    "bcm_field_decap_t"
0x11359994    "bcm_field_stage_t"
0x1135a27c    "bcm_field_ForwardingType_t"
0x1135a478    "FibreChan VFT Version"
0x1135a490    "Mask for FibreChan VFT Version"
0x1135a62c    "FibreChan Fcoe Version is Zero"
0x1135a64c    "Mask for FibreChan Fcoe Version is Zero"
0x1135a82c    "FP(unit %d) verb:bcm_field_group_compress(gid=%d)\n"
0x1135a860    "bcm_field_group_compress"
0x1135a87c    "FP(unit %d) verb:bcm_field_group_enable_get(gid=%d)\n"
0x1135a8b4    "bcm_field_group_enable_get"
0x1135a904    "FP(unit %d) verb:bcm_field_group_enable_set(gid=%d, enable=%d)\n"
0x1135a944    "bcm_field_group_enable_set"
0x1135a9cc    "bcm_field_qset_data_qualifier_add"
0x1135aa58    "bcm_field_group_action_set"
0x1135aab4    "sal_strlen(control_str) < FP_STAT_STR_SZ - 1"
0x1135ab2c    "sal_strlen(type_str) < FP_STAT_STR_SZ - 1"
0x1135ab84    "strlen(type_str) < FP_STAT_STR_SZ - 1"
0x1135abc0    "sal_strlen(stage_str) < FP_STAT_STR_SZ - 1"
0x1135ac28    "bcm_field_qualify_clear"
0x1135ac74    "bcm_field_qualifier_delete"
0x1135b544    "FibreChanVFTVersion"
0x1135b5dc    "FcoeVersionIsZero"
0x1135be78    "bcm_field_qualify_InPorts"
0x1135be94    "bcm_field_qualify_OutPorts"
0x1135beb0    "bcm_field_qualify_"
0x1135c014    "bcm_field_qualify_data"
0x1135c058    "bcm_field_qualify_Decap"
0x1135c0a0    "FP(unit %d) verb:bcm_field_qualify_IpInfo(entry=%d, data=%#x, mask=%#x)\n"
0x1135c0ec    "bcm_field_qualify_IpInfo"
0x1135c150    "FP(unit %d) verb:bcm_field_qualify_PacketRes(entry=%d, data=%#x, mask=%#x)\n"
0x1135c19c    "bcm_field_qualify_PacketRes"
0x1135c1d8    "FP(unit %d) verb: bcm_field_qualify_(entry=%d, data=%#x)\n"
0x1135c214    "bcm_field_qualify_Color"
0x1135c2ac    "FP(unit %d) verb:bcm_field_qualify_ForwardingType(entry=%d, data=%#x)\n"
0x1135c2f4    "bcm_field_qualify_ForwardingType"
0x1135c320    "FP(unit %d) verb:bcm_field_qualify_IpFrag(entry=%d, data=%#x)\n"
0x1135c360    "bcm_field_qualify_IpFrag"
0x1135c398    "FP(unit %d) verb: bcm_field_qualify_LoopbackType(entry=%d, data=%#x)\n"
0x1135c3e0    "bcm_field_qualify_LoopbackType"
0x1135c42c    "FP(unit %d) verb: bcm_field_qualify_TunnelType(entry=%d, data=%#x)\n"
0x1135c470    "bcm_field_qualify_TunnelType"
0x1135c4dc    "bcm_field_qualify_IpType"
0x1135c528    "bcm_field_qualify_L2Format"
0x1135c568    "bcm_field_qualify_IpProtocolCommon"
0x1135c62c    "ERROR: bcm_policer_destroy_all(unit=%d) failed.(%s) \n"
0x1135c684    "ERROR: bcm_policer_destroy(unit=%d, id=%d) failed (%s) \n"
0x1135c71c    "ERROR: bcm_policer_attach(unit=%d, eid=%d, level=%d,            polid=%d) failed (%s) \n"
0x1135c774    "ERROR: bcm_policer_attach(unit=%d, eid=%d, level=%d)             failed (%s) \n"
0x1135c838    "ERROR: bcm_field_stat_destroy_all: Unimplemented\n"
0x1135c890    "ERROR: bcm_field_stat_destroy(unit=%d, id=%d) failed (%s) \n"
0x1135c8fc    "ERROR: bcm_field_entry_stat_attach(unit=%d, eid=%d,             statid=%d) failed (%s) \n"
0x1135c958    "ERROR: bcm_stat_attach(unit=%d, eid=%d, statid=%d)               failed (%s) \n"
0x1135c9b4    "bcm_field_stat_set"
0x1135c9c8    "bcm_field_stat_config_get"
0x1135c9e4    "bcm_field_stat_get"
0x1135cc40    "Invalid IP version.\n"
0x1135d5dc    "BCM_IPFIX_CONFIG_KEY_VLAN_ID\n"
0x1135d5fc    "BCM_IPFIX_CONFIG_KEY_VLAN_PRI\n"
0x1135d640    "BCM_IPFIX_CONFIG_KEY_VLAN_TAGGED\n"
0x1135d850    "bcm_l2_station_add"
0x1135d89c    "bcm_l2_station_delete"
0x1135d8b4    "bcm_l2_station_delete_all"
0x1135d8d0    "bcm_l2_station_get"
0x1135db3c    "%s: ERROR: bcm_l2_traverse failed %s\n"
0x1135db74    "\n  L2_ENTRY_1: %d"
0x1135db88    "\n  L2_ENTRY_2: %d\n"
0x1135db9c    "\n  EXT_L2_ENTRY_1: %d"
0x1135dbb4    "\n  EXT_L2_ENTRY_1: %d\n\n"
0x1135df90    "%s: bcm_l2_conflict_get failed: %s\n"
0x1135e3fc    "bcm_mcast_bitmap_max_set failed ERROR: %s\n"
0x1135e454    "bcm_mcast_bitmap_set failed ERROR: %s\n"
0x1135e47c    "bcm_mcast_bitmap_del failed ERROR: %s\n"
0x1135e4a8    "bcm_mcast_bitmap_get failed ERROR: %s\n"
0x1135e54c    "bcm_mcast_addr_add failed ERROR: %s\n"
0x1135e574    "bcm_mcast_addr_remove failed ERROR: %s\n"
0x1135ecac    "%s: bcm_ipmc_get_by_index is deprecated %s\n"
0x11360cc8    "MMU debug mode is %s\n"
0x11361e30    "MIM_CLI: Error: bcm_mim_init failed, %s\n"
0x11361e5c    "MIM_CLI: Error: bcm_mim_detach failed, %s\n"
0x11361f80    "MIM_CLI: Error: bcm_multicast_create failed, %s\n"
0x11361fb4    "MIM_CLI: Error: bcm_mim_vpn_create failed, %s\n"
0x113620a0    "MIM_CLI: Error: bcm_mim_vpn_destroy failed, %s\n"
0x113620ec    "MIM_CLI: Error: bcm_mim_port_get_all failed, %s\n"
0x1136213c    "MIM_CLI: Error: bcm_mim_vpn_get failed, %s\n"
0x113624c4    "MIM_CLI: Error: bcm_port_gport_get failed, %s\n"
0x11362508    "MIM_CLI: Error: bcm_mim_port_add failed, %s\n"
0x11362574    "MIM_CLI: Error: bcm_mim_port_delete failed, %s\n"
0x113625e4    "MIM_CLI: Error: bcm_l2_tunnel_add failed, %s\n"
0x11362688    "MIM_CLI: Error: bcm_multicast_destroy failed, %s\n"
0x113626e4    "MIM_CLI: Error: _bcm_esw_gport_resolve failed, %s\n"
0x11362718    "MIM_CLI: Error: bcm_multicast_mim_encap_get failed, %s\n"
0x113627a4    "MIM_CLI: Error: bcm_multicast_egress_add failed, %s\n"
0x113627dc    "MIM_CLI: Error: bcm_multicast_egress_delete failed, %s\n"
0x11362814    "MIM_CLI: Error: bcm_l2_addr_add failed, %s\n"
0x11362b60    "%s bcm_mirror_destination_traverse() failed  %s\n"
0x11362c28    "Version"
0x11362c68    "%s bcm_mirror_destination_create() failed  %s\n"
0x11362cb0    "%s bcm_mirror_port_dest_add() failed  %s\n"
0x11362d0c    "%s bcm_mirror_destination_destroy failed()  %s\n"
0x11362d44    "%s bcm_mirror_port_dest_delete failed %s\n"
0x11362df4    "bcm_mirror_port_dest_get() FAILED: %s\n"
0x11362e1c    "bcm_mirror_destination_get() FAILED: %s\n"
0x11362ea4    "%s: bcm_mirror_to_get() failed: %s\n"
0x11362ec8    "%s: bcm_mirror_mode_get() failed: %s\n"
0x11362ef0    "%s: bcm_mirror_ingress_get() failed: %s\n"
0x11362f1c    "%s: bcm_mirror_egress_get() failed: %s\n"
0x11362f6c    "%s: bcm_mirror_to_set() failed: %s\n"
0x11362f90    "%s: bcm_mirror_mode_set() failed: %s\n"
0x11362fb8    "%s: bcm_mirror_ingress_set() failed: %s\n"
0x11362fe4    "%s: bcm_mirror_egress_set failed: %s\n"
0x113630c8    "%s: bcm_stk_my_modid_get: %s\n"
0x113630e8    "%s: bcm_mirror_port_get: %s\n"
0x11363228    "%s: bcm_mirror_port_set: %s\n"
0x11363248    "%s: bcm_mirror_vlan_set failed: %s\n"
0x1136345c    "MPLS_CLI: Error: bcm_mpls_init failed, %s\n"
0x11363488    "MPLS_CLI: Error: bcm_mpls_cleanup failed, %s\n"
0x11363594    "MPLS_CLI: Error: bcm_mpls_vpn_id_create failed, %s\n"
0x1136360c    "MPLS_CLI: Error: bcm_multicast_create failed, %s\n"
0x11363668    "MPLS_CLI: Error: bcm_mpls_vpn_id_destroy failed, %s\n"
0x113636bc    "MPLS_CLI: Error: bcm_mpls_port_get_all failed, %s\n"
0x1136370c    "MPLS_CLI: Error: bcm_mpls_vpn_id_get failed, %s\n"
0x11363974    "MPLS_CLI: Error: bcm_port_gport_get failed, %s\n"
0x113639b8    "MPLS_CLI: Error: bcm_mpls_port_add failed, %s\n"
0x11363a2c    "MPLS_CLI: Error: bcm_mpls_port_delete failed, %s\n"
0x11363ac4    "MPLS_CLI: Error: bcm_mpls_tunnel_initiator_set failed, %s\n"
0x11363b00    "MPLS_CLI: Error: bcm_mpls_tunnel_initiator_clear failed, %s\n"
0x11363c44    "MPLS_CLI: Error: bcm_mpls_tunnel_switch_add failed, %s\n"
0x11363c7c    "MPLS_CLI: Error: bcm_mpls_tunnel_switch_delete failed, %s\n"
0x11363cf0    "MPLS_CLI: Error: bcm_l2_tunnel_add failed, %s\n"
0x11363d6c    "MPLS_CLI: Error: bcm_mpls_exp_map_create failed, %s\n"
0x11363da4    "MPLS_CLI: Error: bcm_mpls_exp_map_destroy failed, %s\n"
0x11363e4c    "MPLS_CLI: Error: bcm_mpls_exp_map_set failed, %s\n"
0x11363e80    "MPLS_CLI: Error: bcm_mpls_exp_map_get failed, %s\n"
0x11363f5c    "MPLS_CLI: Error: bcm_multicast_destroy failed, %s\n"
0x11363fb8    "MPLS_CLI: Error: _bcm_esw_gport_resolve failed, %s\n"
0x11363fec    "MPLS_CLI: Error: bcm_multicast_vpls_encap_get failed, %s\n"
0x11364080    "MPLS_CLI: Error: bcm_multicast_egress_add failed, %s\n"
0x113640b8    "MPLS_CLI: Error: bcm_multicast_egress_delete failed, %s\n"
0x113640f4    "MPLS_CLI: Error: bcm_l2_addr_add failed, %s\n"
0x1136494c    "PORT_DOWN"
0x11364b6c    "bcm_tx failed: Unit %d: %s\n"
0x11365080    "Source MAC address is required for CCM TX.\n"
0x113650ac    "Destination MAC address is required for CCM TX.\n"
0x113655cc    "%s port %s: ERROR: bcm_rate_bandwidth_get: %s\n"
0x11365684    "%s: ERROR: bcm_port_rate_ingress_set: %s\n"
0x113658ac    "PCI Memory space (CMIC)"
0x11365b20    "ERROR: soc_miim_read failed: %s\n"
0x11365bb0    "ERROR: write miim failed: %s\n"
0x11366438    "RX packet %d: unit=%d len=%d rx_port=%d reason=%d cos=%d\n"
0x113664e8    "RX is already running\n"
0x11366500    "rxmon: Error: Cannot start RX with packetwatcher running\n"
0x1136653c    "rxmon: Error: Cannot start RX: %s.\n"
0x11366560    "Active bitmap for RX is %x.\n"
0x11366608    "RX CMD"
0x11366610    "%s: bcm_rx_register failed: %s\n"
0x11366670    "%s: Error: Cannot stop RX: %s.  Is it running?\n"
0x113666a0    "%s: bcm_rx_unregister failed: %s\n"
0x113666cc    "Current RX configuration:\n"
0x11366c28    "%s: Errors: SDRAM(%d) CFAP(%d) first-CELL(%d) MMU-SR(%d)\n"
0x11367428    "snmpEtherStatsTXNoErrors"
0x11367444    "snmpEtherStatsRXNoErrors"
0x11368b98    "%s ERROR: Unit %d.  bcm_clear returned %d: %s\n"
0x11368d78    "MIIM timeout is %d usec\n"
0x11368f78    "     CMIC ==> %s\n"
0x113691e4    "     MMU  ==> %s\n"
0x11369a2c    "Command only valid for BCM566xx devices\n"
0x1136a0e0    "ERROR: bcm_stk_mode_get returns %s\n"
0x1136a104    "ERROR: bcm_stk_mode_set returns: %s\n"
0x1136bfd4    "OamUnknownVersionToCpu"
0x1136bfec    "OamUnknownVersionDrop"
0x1136d75c    "TrillHeaderVersionErrDrop"
0x1136dadc    "MplsPWControlWordToCpu"
0x1136daf4    "MplsPWControlTypeToCpu"
0x1136db0c    "MplsPWControlWord"
0x1136db20    "MplsPWCountPktsAll"
0x1136dc08    "TrunkHashMPLSPWControlWord"
0x1136e1a0    "MplsUnknownAchVersionToCpu"
0x1136e1bc    "TimesyncIngressVersion"
0x1136e1d4    "TimesyncEgressVersion"
0x1136e1ec    "TimesyncUnknownVersionToCpu"
0x1136e898    "OamVersionCheckDisable"
0x1136f3a0    "bcm_switch_control_get ERROR: %s\n"
0x1136f3cc    "bcm_switch_control_port_get ERROR: %s\n"
0x1136f3f4    "bcm_switch_control_set ERROR: %s\n"
0x1136f418    "bcm_switch_control_port_set ERROR: port=%d: %s\n"
0x1136f5dc    "TXBeacon module initialized.\n"
0x1136f654    "TXB test packet"
0x1136f6c8    "Invalid TXBEACON subcommand: %s\n"
0x1136f8f0    "TXUnit"
0x1136fc84    "bcm_tx failed2: TX Unit %d: %s\n"
0x1136fcd0    "TX Completed %s: TX Requested(%d) Tx Sent(%d)\n"
0x1136fd8c    "TX (%sRunning) Transmit Req(%d) Sent(%d)\n"
0x1136fe10    "%s: TX not currently running\n"
0x1136fe30    "%s: TX termination requested\n"
0x1136fe6c    "RXINIT requires unit specification\n"
0x1136fe90    "ERROR:  bcm_rx_init(%d) returns %d: %s\n"
0x113713bc    "WLAN_CLI: Error: bcm_wlan_init failed, %s\n"
0x113713e8    "WLAN_CLI: Error: bcm_wlan_detach failed, %s\n"
0x113715ac    "WLAN_CLI: Error: bcm_port_gport_get failed, %s\n"
0x113715f0    "WLAN_CLI: Error: bcm_wlan_port_add failed, %s\n"
0x11371658    "WLAN_CLI: Error: bcm_wlan_port_delete failed, %s\n"
0x1137168c    "WLAN_CLI: Error: bcm_wlan_port_delete_all failed, %s\n"
0x113716c4    "WLAN_CLI: Error: bcm_wlan_port_get failed, %s\n"
0x113716f4    "WLAN_CLI: Error: _bcm_tr2_wlan_cli_port_print failed, %s\n"
0x11371730    "WLAN_CLI: Error: bcm_wlan_port_traverse failed, %s\n"
0x113717e0    "WLAN_CLI: Error: bcm_wlan_client_add failed, %s\n"
0x11371814    "WLAN_CLI: Error: bcm_wlan_client_delete failed, %s\n"
0x11371848    "WLAN_CLI: Error: bcm_wlan_client_delete_all failed, %s\n"
0x11371880    "WLAN_CLI: Error: bcm_wlan_client_get failed, %s\n"
0x113718b4    "WLAN_CLI: Error: _bcm_tr2_wlan_cli_client_print failed, %s\n"
0x113718f0    "WLAN_CLI: Error: bcm_wlan_client_traverse failed, %s\n"
0x11371c54    "WLAN_CLI: Error: bcm_multicast_create failed, %s\n"
0x11371cc0    "WLAN_CLI: Error: bcm_multicast_destroy failed, %s\n"
0x11371d1c    "WLAN_CLI: Error: _bcm_esw_gport_resolve failed, %s\n"
0x11371d50    "WLAN_CLI: Error: bcm_multicast_wlan_encap_get failed, %s\n"
0x11371de4    "WLAN_CLI: Error: bcm_multicast_egress_add failed, %s\n"
0x11371e1c    "WLAN_CLI: Error: bcm_multicast_egress_delete failed, %s\n"
0x11371e64    "WLAN_CLI: Error: bcm_l2_addr_add failed, %s\n"
0x1137254c    "Warning: LB RX done give failed\n"
0x11372570    "lbu monitor:  RX already running (u=%d)\n"
0x11372658    "ERROR: Length miscompare: TX(%d) RX(%d)\n"
0x11372758    "TX packet: len=%d\n"
0x11372770    "RX packet: len=%d\n"
0x113727b0    "No TX match\n"
0x11372804    "bcm_l2_addr_delete FAILED\n"
0x11372990    "BCM_RX is currently not active; cannot run test\n"
0x11372e58    "Snake TX match markers"
0x113732c4    "\tTX packets "
0x113732f8    "\tRX packets "
0x11373478    "B,\tRX "
0x11373484    "lbu_send_packets: ERROR: port%d: bcm_tx:%s\n"
0x113734b0    "lbu_send_packets (array): ERROR: port %d; ppt %d; bcm_tx: %s\n"
0x113735bc    "TX packet %d: len=%d\n"
0x11373644    "Packet TX failed: ERROR: %s\n"
0x113737c8    "TX/RX packet stats mismatch: (%s) TX=%d, (%s) RX=%d\n"
0x11373840    "TX error stats found: TX (%s) error count=%d\n"
0x113738dc    "RX error stats found: RX (%s) error count=%d\n"
0x113739f0    "TX packet %d did not return to CPU\n"
0x11373aec    "Failed to unregister RX handler.\n"
0x11373d8c    "Linkscan MDIO"
0x11373e20    "TX Reload Test"
0x11373e30    "RX Reload Test"
0x113740c0    "Only PortBitMap option supported for bcm_tx\n"
0x113742b4    "bcm_l2_addr_add failed: %s\n"
0x113742d0    "bcm_l2_addr_delete failed: %s\n"
0x113742f0    "bcm_mcast_addr_add failed: %s\n"
0x11374310    "bcm_mcast_addr_remove failed: %s\n"
0x11374528    "MMU initialization failed\n"
0x113748e4    "Memory DMA of VLAN_XLATEm entries failed\n"
0x11374bec    "Memory DMA of EGR_VLAN_XLATEm entries failed\n"
0x1137536c    "ERROR: port %s: bcm_tx A #%d failed: %s\n"
0x11375398    "ERROR: port %s: bcm_tx B #%d failed: %s\n"
0x11375a88    "\tTX packets "
0x11375a9c    "/s TX Bytes "
0x11375ac0    "\n\tRX packets "
0x11375ad0    "/s RX bytes "
0x11375d20    "soc_cmic_uc_msg_send_receive failed (%d).\n"
0x113760ac    "Clear L2_ENTRY_1 table"
0x113761a8    "Read L3_ENTRY_V4 table "
0x113761d0    "Dma read L3_ENTRY bucket"
0x1137622c    "bcm_l3_route_add: c = %d %s\n"
0x11376518    "MMU initialization failed\n"
0x11377174    "MMU initialization failed\n"
0x11377850    "bcm_port_linkscan_get: port %d: %s\n"
0x11377874    "bcm_port_linkscan_set: port %d: %s\n"
0x11377ef4    "ERROR: Length miscompare: TX(%d) RX(%d)\n"
0x1137803c    "TX packet: len=%d\n"
0x11378064    "RX packet: len=%d%s\n"
0x113780a8    "RX packet with invalid port: expected port %s, received port %s\n"
0x11378190    "Failed to start RX DMA: %s\n"
0x113781ac    "Failed to start TX DMA: %s\n"
0x11378310    "TX/RX packet stats mismatch: (%s) TX=%d, (%s) RX=%d\n"
0x11378388    "TX error stats found: TX (%s) error count=%d\n"
0x11378424    "RX error stats found: RX (%s) error count=%d\n"
0x11378454    "Configuring RX-channel: %d\n"
0x11378470    "Unable to configure RX channel: %d\n"
0x113784b4    "Configuring TX-channel: %d\n"
0x113784d0    "Unable to configure TX channel: %d\n"
0x113784f4    "Unable to de-configure TX channel: %d\n"
0x1137851c    "Unable to de-configure RX channel: %d\n"
0x11378de8    "Error: TX: Expected done bit in DCB Pckt(%d)\n"
0x11378e18    "Error: TX: Unexpected count Packet %d: Expected %d Got %d dcb=%p\n"
0x11378e5c    "Error: TX: Unexpected total length: Expected %d Got %d\n"
0x11378e94    "TX err"
0x11378e9c    "TX Error detected\n"
0x11378eb8    "Error: RX: DCB (%d) Last DCB for packet does not have END bit set\n"
0x11378efc    "Error: RX: DCB (%d) First for packet does not have START set\n"
